#timestamp [ns],w_RS_S_x [rad s^-1],w_RS_S_y [rad s^-1],w_RS_S_z [rad s^-1],a_RS_S_x [m s^-2],a_RS_S_y [m s^-2],a_RS_S_z [m s^-2]
1560116808888579328,0.0012617339888877088,-0.07445420687182569,0.0019728016232188617,0.06984958910945804,9.736900547054463,-0.5479974316128292
1560116808898601984,0.00020103955496794668,-0.08083344132277404,-0.00014222933624614964,0.09617031812083063,9.751159941552938,-0.5340734533124537
1560116808908624640,0.004443817058822297,-0.08295985776372916,-0.001199744758196175,0.13250121550500837,9.775465614642302,-0.5709302449672875
1560116808918647296,-0.0008596547630394663,-0.08295985776372916,0.006202863542148884,0.06487398879969422,9.758041664624008,-0.5726310567349521
1560116808928669696,-0.0019203490810468793,-0.07445420687182569,0.0030303169296039267,-0.08042888172763207,9.709437858176017,-0.5480633670469882
1560116808938692352,-0.0008596547630394663,-0.07551741509230325,0.007260378617404029,-0.20222907725765543,9.731637032470092,-0.46383943084315393
1560116808948715008,-0.0019203490810468793,-0.08083344132277404,0.006202863542148884,-0.2471355224096023,9.724456830028275,-0.3732914884190322
1560116808958737664,0.0023224281909827726,-0.07977024053825499,0.011490440767463972,-0.16235713103714045,9.66368873885514,-0.27499936059635577
1560116808968760064,0.003383122624902535,-0.07977024053825499,0.011490440767463972,0.015586193481699234,9.659013028888701,-0.2712167333652851
1560116808978782720,0.008686594330851949,-0.09571833410158437,0.012547955380459275,0.19701283382008555,9.677306920170421,-0.31234229130530033
1560116808988805632,0.009747288764771711,-0.0893390922146775,0.013605471842493944,0.2575684604478978,9.725920983584764,-0.43520672005213756
1560116808998828288,0.012929372066530997,-0.08295985776372916,0.012547955380459275,0.4143565227626098,9.802128309330572,-0.5511034749814034
1560116809008850432,0.011868676705312442,-0.0872126832096809,0.012547955380459275,0.644478888440531,9.899362268135826,-0.6616867397571272
1560116809018872832,0.011868676705312442,-0.0765806158768223,0.008317894154919014,0.6521430646692181,9.820356114742967,-0.6891248259197652
1560116809028895744,0.0012617339888877088,-0.08295985776372916,-0.00014222933624614964,0.6255553473012029,9.757509979794236,-0.6732402504064018
1560116809038918144,0.0023224281909827726,-0.07551741509230325,0.0019728016232188617,0.5528881304286571,9.733203106991631,-0.5872346230038045
1560116809048940544,-0.004041737717061705,-0.0765806158768223,-0.004372291139611212,0.5450758321273268,9.727490951408186,-0.45423852846567797
1560116809058963200,-0.0008596547630394663,-0.07764382409729986,-0.009659868133796379,0.5273733251861623,9.721507176120628,-0.3269588242212807
1560116809068985856,0.0012617339888877088,-0.06169573425194974,-0.008602353058541234,0.357816533003847,9.685045957750097,-0.3023857946591125
1560116809079008512,0.005504511492742059,-0.05744290508801875,-0.01177489920882635,0.26329544923423,9.703346041156134,-0.3539321807660595
1560116809089030912,0.010807983198691473,-0.05744290508801875,-0.010717383671311365,0.22696379426370672,9.764110880933984,-0.4645048925019173
1560116809099053312,0.009747288764771711,-0.048937257914094534,-0.008602353058541234,-0.0307755144519678,9.766403457375873,-0.5041420807792092
1560116809109076224,0.010807983198691473,-0.04149481152468937,-0.005429806445996277,-0.14845221667217512,9.792748027688127,-0.5543169662125522
1560116809119098624,0.008686594330851949,-0.051063666919091144,-0.006487321983511263,-0.0031212837896850976,9.865668729750167,-0.6280343299906039
