#timestamp [ns],w_RS_S_x [rad s^-1],w_RS_S_y [rad s^-1],w_RS_S_z [rad s^-1],a_RS_S_x [m s^-2],a_RS_S_y [m s^-2],a_RS_S_z [m s^-2]
1560000002518434048,-0.004041737717061705,-0.01704106985794096,-0.00014222933624614964,0.07048396915281341,9.755802292960322,-0.1342986151328831
1560000002528456960,-0.0019203490810468793,-0.012788244411989225,0.0019728016232188617,0.07048396915281341,9.766403457375873,-0.1342986151328831
1560000002538480384,-0.0008596547630394663,-0.013851450773477159,0.004087832467118913,0.07048396915281341,9.766403457375873,-0.1342986151328831
1560000002548503040,0.0012617339888877088,-0.01810427528993408,-0.0022572601801462006,0.07048396915281341,9.766403457375873,-0.14080969926073528
1560000002558525696,0.00020103955496794668,-0.013851450773477159,-0.00014222933624614964,0.07048396915281341,9.766403457375873,-0.15310893384400992
1560000002568549120,0.003383122624902535,-0.0064090067078090285,-0.00014222933624614964,0.08176089182136191,9.789037086702276,-0.18828839836506012
1560000002578572032,0.0023224281909827726,-0.010661831689013357,0.0019728016232188617,0.09388414638319037,9.80531790397174,-0.2211150260365368
1560000002588595200,-0.0008596547630394663,-0.008535419430784896,0.005145348004633898,0.10600817117209316,9.80531790397174,-0.2457140851296557
1560000002598618368,0.0012617339888877088,-0.005345800578694798,0.0009152860857038758,0.10926123966921075,9.814219132165864,-0.27031314071649204
1560000002608641280,0.00020103955496794668,-0.005345800578694798,-0.00014222933624614964,0.11086758674888902,9.823160873102093,-0.2883937967084607
1560000002618664192,-0.0019203490810468793,-2.9769236002535893e-05,0.0030303169296039267,0.122991325506985,9.810995764777882,-0.26379532754191143
1560000002628686848,-0.0019203490810468793,-0.001092975481303618,-0.001199744758196175,0.12864987776019277,9.798829782200524,-0.23263837559762277
1560000002638710272,-0.0008596547630394663,0.001033437125485398,-0.00014222933624614964,0.12864987776019277,9.786661912843178,-0.19573781391117934
1560000002648733440,-0.005102432150981467,0.004223055977575496,-0.00014222933624614964,0.11732368744374531,9.77449422344142,-0.18181636610940155
1560000002658756608,-0.004041737717061705,-0.001092975481303618,-0.001199744758196175,0.10519863940225464,9.766403457375873,-0.1736372112733422
1560000002668779520,-0.0029810433990542923,0.008475880958779825,0.0009152860857038758,0.09307371286364646,9.766403457375873,-0.1736372112733422
1560000002678802432,-0.0029810433990542923,0.004223055977575496,-0.003314775602096226,0.08095000296200651,9.766403457375873,-0.16458544810149545
1560000002688825600,-0.004041737717061705,0.004223055977575496,-0.006487321983511263,0.07048396915281341,9.766403457375873,-0.157331364768174
1560000002698848256,0.0012617339888877088,0.006349468235803957,0.0019728016232188617,0.07048396915281341,9.766403457375873,-0.18192998297119384
1560000002708871680,0.0023224281909827726,0.01379191183672468,0.004087832467118913,0.07700174188270048,9.77948511593982,-0.19991862809222585
1560000002718894336,0.0023224281909827726,0.015918324559700547,0.0019728016232188617,0.08912591242206032,9.803819235268609,-0.21221830190499769
1560000002728917760,-0.0008596547630394663,0.009539087320267758,-0.001199744758196175,0.07849532802392825,9.80531790397174,-0.2245177815377242
1560000002738940672,-0.0029810433990542923,0.008475880958779825,-0.001199744758196175,0.062260776619916205,9.80531790397174,-0.22847399818819544
1560000002748963840,-0.0029810433990542923,0.007412674597291891,-0.001199744758196175,0.038014527911612216,9.80531790397174,-0.2161753761212416
1560000002758986752,-0.004041737717061705,0.011665499113748812,-0.00014222933624614964,0.03170669674789384,9.796316228379856,-0.194776679722045
1560000002769009920,-0.0019203490810468793,0.004223055977575496,-0.00014222933624614964,0.03341196234160416,9.784148940234491,-0.17190726079263796
1560000002779032832,-0.004041737717061705,0.004223055977575496,0.0030303169296039267,0.04553569991880491,9.771982618433139,-0.15960802381338457
