#timestamp [ns],w_RS_S_x [rad s^-1],w_RS_S_y [rad s^-1],w_RS_S_z [rad s^-1],a_RS_S_x [m s^-2],a_RS_S_y [m s^-2],a_RS_S_z [m s^-2]
1560244286269015296,-0.005303556449696771,9.552009991239174e-06,-0.0017628160583990392,0.05515168466022513,-9.92973878677005,0.4560627438453192
1560244286274021888,-0.005303556449696771,9.552009991239174e-06,-0.0017628160583990392,0.054025461254753444,-9.96438743265017,0.4906107585412017
1560244286279028992,-0.005303556449696771,9.552009991239174e-06,-0.0017628160583990392,0.054025461254753444,-9.96438743265017,0.4906107585412017
1560244286284035584,-0.005303556449696771,9.552009991239174e-06,-0.0017628160583990392,0.054025461254753444,-9.96438743265017,0.4906107585412017
1560244286289042432,-0.005303556449696771,9.552009991239174e-06,-0.0017628160583990392,0.05385531316784268,-9.961747494424745,0.49587809444979414
1560244286294049280,-0.0035582272112224017,0.0017548812284567247,-0.0017628160583990392,0.053018323281422905,-9.94876115037838,0.5217890932974028
1560244286299056128,-0.0035582272112224017,9.552009991239174e-06,-0.0017628160583990392,0.08610959621302924,-9.927475569611792,0.5131543852394199
1560244286304062976,-0.0018128979727480327,9.552009991239174e-06,-1.7486776268924586e-05,0.07415329730100766,-9.903413489450504,0.5485558549386285
1560244286309069824,-0.0018128979727480327,0.0017548812284567247,-0.0035081451804580867,0.09372171649923974,-9.91096826831357,0.5067527869407883
1560244286314076672,-0.0018128979727480327,9.552009991239174e-06,-0.0017628160583990392,0.06878937753320188,-9.936943442718372,0.4697169282596597
1560244286319083520,-0.005303556449696771,-0.0017357772484920134,-0.0017628160583990392,0.07215775147993071,-9.906340922151939,0.5071463922416576
1560244286324090368,-0.005303556449696771,-0.0017357772484920134,-0.0035081451804580867,0.061936341991920496,-9.93987651102233,0.5021700988836018
1560244286329096192,-0.005303556449696771,9.552009991239174e-06,-1.7486776268924586e-05,0.08585278140423204,-9.933563973810786,0.44937245149619465
1560244286334104064,-0.00704888568817114,0.0017548812284567247,-1.7486776268924586e-05,0.0756327546561188,-9.944059403216963,0.4443499134281981
1560244286339109888,-0.005303556449696771,9.552009991239174e-06,-1.7486776268924586e-05,0.056166789801132565,-9.964387197338416,0.44922450202142467
1560244286344117760,-0.0018128979727480327,-0.0034811063705510606,-1.7486776268924586e-05,0.07592170057206137,-9.957913024203553,0.43534881347251086
1560244286349124352,-6.756874882557895e-05,9.552009991239174e-06,-1.7486776268924586e-05,0.08748984925805797,-9.919814321945692,0.4486427309637536
1560244286354130176,-0.0035582272112224017,0.0035002105833464156,-1.7486776268924586e-05,0.06098541300125709,-9.938947336787136,0.4321290487086835
1560244286359138304,-0.0035582272112224017,0.0017548812284567247,-1.7486776268924586e-05,0.08946268673427868,-9.940954558164897,0.44854633034092684
1560244286364143872,-0.0035582272112224017,9.552009991239174e-06,-0.0017628160583990392,0.07267861745098891,-9.923737818499776,0.44930530370198396
1560244286369150720,-0.0035582272112224017,0.0035002105833464156,-0.0017628160583990392,0.08134015743418611,-9.952541399382946,0.4489062151764728
1560244286374158336,-0.005303556449696771,0.0035002105833464156,-1.7486776268924586e-05,0.034427083995601196,-9.944326672228064,0.4909794452344144
1560244286379164160,-0.0035582272112224017,9.552009991239174e-06,-1.7486776268924586e-05,0.06019400776818034,-9.94944751509695,0.4647339618886386
1560244286384172288,-0.0035582272112224017,9.552009991239174e-06,-1.7486776268924586e-05,0.07583388053427367,-9.942289540757951,0.43815424681808945
1560244286389178112,-0.0035582272112224017,0.005245539588990141,-1.7486776268924586e-05,0.059597569742021086,-9.940431497033574,0.4296433479714515
1560244286394185728,-6.756874882557895e-05,0.005245539588990141,-1.7486776268924586e-05,0.09294887277116916,-9.923733465027533,0.468638697897762
1560244286399191552,-0.0018128979727480327,0.005245539588990141,-1.7486776268924586e-05,0.0596228343675749,-9.908392536315763,0.47013857867613346
1560244286404198400,-0.0035582272112224017,9.552009991239174e-06,-1.7486776268924586e-05,0.06139155396222412,-9.909743512908578,0.4567865267000448
1560244286409205504,-0.005303556449696771,9.552009991239174e-06,-1.7486776268924586e-05,0.07548375580185754,-9.90475749722751,0.4491866896856193
1560244286414212352,-0.0035582272112224017,9.552009991239174e-06,-1.7486776268924586e-05,0.05389377209044631,-9.923740952699603,0.49492209433062123
1560244286419218944,-0.005303556449696771,0.0017548812284567247,-1.7486776268924586e-05,0.06388962681360935,-9.923738514486521,0.4905804862574342
1560244286424225792,-0.005303556449696771,9.552009991239174e-06,-1.7486776268924586e-05,0.07583005935774617,-9.939353470355067,0.43828979843722277
1560244286429232640,-0.0018128979727480327,9.552009991239174e-06,-1.7486776268924586e-05,0.05603757919245228,-9.905317843126241,0.4288698326307605
1560244286434239488,-0.005303556449696771,0.0017548812284567247,-0.0017628160583990392,0.05011604777203038,-9.93746155548805,0.40982736277663945
1560244286439246336,-0.005303556449696771,0.0035002105833464156,-1.7486776268924586e-05,0.06080729037220611,-9.935995176028463,0.4093485752590485
1560244286444253184,-0.0035582272112224017,9.552009991239174e-06,-1.7486776268924586e-05,0.07736560485459762,-9.961965927734244,0.39076137185686066
1560244286449260032,-0.0035582272112224017,9.552009991239174e-06,-1.7486776268924586e-05,0.0571003947392906,-9.964386834412982,0.39570960044460207
1560244286454266624,-0.0035582272112224017,0.0017548812284567247,-1.7486776268924586e-05,0.047480870268142766,-9.955501434503871,0.42132952081460445
1560244286459273216,-0.0035582272112224017,0.0035002105833464156,-1.7486776268924586e-05,0.05045339073619262,-9.95860324211464,0.4242850149979222
1560244286464280320,-0.0035582272112224017,0.0035002105833464156,-0.0017628160583990392,0.055999697568583945,-9.944193089748234,0.4298032505913135
1560244286469287168,-0.005303556449696771,0.0035002105833464156,-0.0035081451804580867,0.06290154411984832,-9.958864328575046,0.38525834300423384
1560244286474294016,-0.0035582272112224017,9.552009991239174e-06,-0.0017628160583990392,0.06542276573051885,-9.944061568976958,0.41824933050002266
1560244286479300864,-0.0035582272112224017,9.552009991239174e-06,-1.7486776268924586e-05,0.0572036211091858,-9.927232588551266,0.3927494785953771
1560244286484307456,-0.0018128979727480327,0.0035002105833464156,-0.0017628160583990392,0.07450358069215562,-9.962219983323925,0.41303457794049964
1560244286489314560,-0.0035582272112224017,0.0017548812284567247,-1.7486776268924586e-05,0.05559561580406214,-9.94406351202482,0.4422750462847171
1560244286494321408,-0.0035582272112224017,9.552009991239174e-06,-0.0017628160583990392,0.05556424236476064,-9.94406353637865,0.44324331149743856
1560244286499328256,-0.0018128979727480327,9.552009991239174e-06,-0.0017628160583990392,0.05657583039907335,-9.963193502393098,0.4119062051608797
1560244286504334848,-0.0035582272112224017,9.552009991239174e-06,-1.7486776268924586e-05,0.054978701073474724,-9.923740530244444,0.46143821043078936
