#timestamp [ns],w_RS_S_x [rad s^-1],w_RS_S_y [rad s^-1],w_RS_S_z [rad s^-1],a_RS_S_x [m s^-2],a_RS_S_y [m s^-2],a_RS_S_z [m s^-2]
1560000083922782464,0.015707962229498662,0.01049106022946944,-0.0017453292821301147,0.12870891553070843,-9.74979627604104,0.6807270250434764
1560000083927789568,0.015707962229498662,0.012236389467943809,-0.003490658404189162,0.13602310265778583,-9.755255970308925,0.69580276807216
1560000083932796928,0.013962633922346868,0.012236389467943809,-0.0017453292821301147,0.1901714893169095,-9.84765431588561,0.8051528519007038
1560000083937805056,0.01047197544539813,0.013981718706418178,-0.005235987642663531,0.21171911363528512,-9.775886655691163,0.9339368381518325
1560000083942811136,0.012217304683872499,0.012236389467943809,0.0,0.132678322540379,-9.739970534904165,0.9179491026325425
1560000083947819520,0.012217304683872499,0.013981718706418178,0.0,0.04050859006645051,-9.580491810171049,0.9803348830536367
1560000083952826624,0.00872664620692376,0.017472377183366916,-0.0017453292821301147,0.05094249634038942,-9.570117043633248,1.0816473195497538
1560000083957833984,0.0034906584915006533,0.013981718706418178,0.0,0.13764588249198745,-9.695901176967697,1.1185731292301333
1560000083962841088,0.0,0.017472377183366916,0.0,0.10087338036264674,-9.539600256185627,1.0221693261145055
1560000083967848192,0.0,0.017472377183366916,0.0,0.022861683633630038,-9.53018065449082,1.0602845626534887
1560000083972855552,-0.005235987700871192,0.017472377183366916,-0.0017453292821301147,0.06647177688331113,-9.501278835957036,1.1244805302784444
1560000083977862912,-0.00872664617781993,0.017472377183366916,-0.0017453292821301147,0.1900399593645264,-9.713990665871547,1.096428494993102
1560000083982869760,-0.00872664617781993,0.01921770735316386,-0.0017453292821301147,0.13993491180114653,-9.694629234523102,0.89712611548463
1560000083987877120,-0.012217304654768668,0.01921770735316386,-0.0017453292821301147,0.015806256326716527,-9.741238553307594,0.867318957300128
1560000083992884224,-0.01919862253998872,0.017472377183366916,-0.0017453292821301147,0.0476562048771882,-9.795250039059399,0.8546360181960767
1560000083997892608,-0.020943950847140513,0.01921770735316386,0.0,0.14131821408794998,-9.757269728326825,0.7090101637973283
1560000084002899712,-0.022689279154292308,0.020963035660315654,0.0,0.09738144752868319,-9.8483859043859,0.5607216653634768
1560000084007906816,-0.01919862253998872,0.020963035660315654,0.0,-0.015526420901771615,-9.821552699673767,0.46138104464571417
1560000084012914176,-0.01919862253998872,0.01921770735316386,0.0,-0.009848964025907798,-9.903178966044134,0.3982407891017525
1560000084017921536,-0.017453292370191775,0.017472377183366916,-0.0017453292821301147,0.11295989541682488,-9.83865835224052,0.24481275704024769
1560000084022928384,-0.013962633893243037,0.017472377183366916,-0.0017453292821301147,0.29940585984636653,-9.949968693277528,0.22056905393808982
1560000084027935744,-0.012217304654768668,0.017472377183366916,0.0,0.31455724284549136,-10.012907933074661,0.18852069000316474
1560000084032943104,-0.010471975416294299,0.01921770735316386,0.0,0.11445009528052268,-9.996019228393807,0.14680548894191298
1560000084037951232,-0.005235987700871192,0.024453694137264392,0.0,-0.0055463492673282384,-10.038336447864907,0.13299745224373954
1560000084042958592,-0.003490658462396823,0.020963035660315654,0.0,0.0499170341021056,-9.942085081232129,0.14289295102610738
1560000084047965440,0.0,0.013981718706418178,0.0,0.2021706502734365,-9.931934554927905,0.2698183182657763
1560000084052972800,0.0,0.012236389467943809,0.0,0.2849593893126291,-9.92286901704417,0.26846236830832915
1560000084057980160,0.0017453292530262843,0.017472377183366916,0.0,0.12592096973570546,-9.89807956527503,0.3453981501679324
1560000084062987264,0.005235987729975022,0.02270836396746745,0.0,-0.03450234692315381,-9.879945165715238,0.5074414360469512
1560000084067994368,0.006981316968449391,0.024453694137264392,-0.0017453292821301147,0.026378403350804606,-9.828029204722178,0.6072894967081616
1560000084073001728,0.00872664620692376,0.02270836396746745,0.0,0.2119701467950349,-9.79630238334402,0.6072148667513928
1560000084078009856,0.01047197544539813,0.017472377183366916,0.0,0.27816301348764266,-9.778434083520297,0.7450025386133208
1560000084083017216,0.01047197544539813,0.017472377183366916,0.0,0.12228839598381729,-9.787411661115001,0.8224388275307675
1560000084088024064,0.00872664620692376,0.020963035660315654,0.0,0.04132657135404184,-9.706827296720716,0.8293755884370786
1560000084093031424,0.006981316968449391,0.020963035660315654,0.0,0.05822050920307817,-9.635000174861599,0.8566330860732647
1560000084098038784,0.005235987729975022,0.01921770735316386,0.0,0.028380596088299813,-9.607622902765327,0.9417505022780384
1560000084103045888,0.0034906584915006533,0.017472377183366916,-0.0017453292821301147,0.013334285115262735,-9.671772820668625,1.0007701448239612
1560000084108052992,0.0017453292530262843,0.01921770735316386,0.0,0.05015656801902935,-9.664704970501985,0.9621245779895838
1560000084113060352,0.0,0.01921770735316386,-0.0017453292821301147,0.09618956559883433,-9.695961943524075,0.9596106826035093
1560000084118067200,-0.003490658462396823,0.01921770735316386,-0.0017453292821301147,0.12234967549051398,-9.695957024511234,1.002105739314879
1560000084123074816,-0.00872664617781993,0.01921770735316386,-0.0017453292821301147,0.09251658917944315,-9.676982870081618,0.9978111463585062
1560000084128081920,-0.006981316939345561,0.02270836396746745,-0.003490658404189162,0.06159207451717247,-9.674970506385021,0.9454392784055216
1560000084133090048,-0.010471975416294299,0.020963035660315654,-0.0017453292821301147,0.025414640869618296,-9.672995197274178,0.8617879239486127
1560000084138097408,-0.013962633893243037,0.013981718706418178,0.0,0.036040628691302784,-9.760115084549538,0.8589614794823673
1560000084143104512,-0.017453292370191775,0.017472377183366916,0.0,0.032611996234040444,-9.770764292128652,0.8022097367390241
1560000084148111872,-0.017453292370191775,0.01921770735316386,0.0,0.0009730906232450659,-9.778111671407698,0.7611466494564133
1560000084153118976,-0.020943950847140513,0.017472377183366916,0.0,0.01616772082302285,-9.782087872687129,0.7495066721953312
